,player,squad,variable,value,Unnamed: 0,index,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,player_id
270,Angus Gunn,Norwich City,outside_area_sweep,0.1111111111111111,137,22631,Norwich City,Angus Gunn,25.0,Goalkeeper,Southampton,€5.85m,in,Summer,5.85,Premier League,2021,2021/2022,31
271,Aaron Ramsdale,Arsenal,saves,0.60431654676259,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
272,Aaron Ramsdale,Arsenal,clean_sheets,0.6,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
273,Aaron Ramsdale,Arsenal,passes_40yds_completed,0.5517241379310345,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
274,Aaron Ramsdale,Arsenal,crosses_stopped,0.5675675675675675,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
275,Aaron Ramsdale,Arsenal,outside_area_sweep,0.5555555555555556,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
276,José Sá,Wolves,saves,0.8633093525179856,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
277,José Sá,Wolves,clean_sheets,0.55,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
278,José Sá,Wolves,passes_40yds_completed,0.5203761755485894,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
279,José Sá,Wolves,crosses_stopped,0.918918918918919,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
280,José Sá,Wolves,outside_area_sweep,0.6349206349206349,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
